carrier_name,date,distance flown
Alaska Airlines Inc.,2013-09-16,4804
Alaska Airlines Inc.,2013-09-17,4804
Alaska Airlines Inc.,2013-09-18,4804
Alaska Airlines Inc.,2013-09-19,4804
Alaska Airlines Inc.,2013-09-20,4804
Alaska Airlines Inc.,2013-09-21,4804
Alaska Airlines Inc.,2013-09-22,4804
Alaska Airlines Inc.,2013-09-23,4804
Alaska Airlines Inc.,2013-09-24,4804
Alaska Airlines Inc.,2013-09-25,4804
Alaska Airlines Inc.,2013-09-26,4804
Alaska Airlines Inc.,2013-09-27,4804
Alaska Airlines Inc.,2013-09-28,4804
Alaska Airlines Inc.,2013-09-29,4804
Alaska Airlines Inc.,2013-09-30,4804
Alaska Airlines Inc.,2013-10-01,4804
Alaska Airlines Inc.,2013-10-02,4804
Alaska Airlines Inc.,2013-10-03,4804
Alaska Airlines Inc.,2013-10-04,4804
Alaska Airlines Inc.,2013-10-05,4804
Alaska Airlines Inc.,2013-10-06,4804
Alaska Airlines Inc.,2013-10-07,4804
Alaska Airlines Inc.,2013-10-08,4804
Alaska Airlines Inc.,2013-10-09,4804
Alaska Airlines Inc.,2013-10-10,4804
Alaska Airlines Inc.,2013-10-11,4804
Alaska Airlines Inc.,2013-10-12,4804
Alaska Airlines Inc.,2013-10-13,4804
Alaska Airlines Inc.,2013-10-14,4804
Alaska Airlines Inc.,2013-10-15,4804
Alaska Airlines Inc.,2013-10-16,4804
Alaska Airlines Inc.,2013-10-17,4804
Alaska Airlines Inc.,2013-10-18,4804
Alaska Airlines Inc.,2013-10-19,4804
Alaska Airlines Inc.,2013-10-20,4804
Alaska Airlines Inc.,2013-10-21,4804
Alaska Airlines Inc.,2013-10-22,4804
Alaska Airlines Inc.,2013-10-23,4804
Alaska Airlines Inc.,2013-10-24,4804
Alaska Airlines Inc.,2013-10-25,4804
Alaska Airlines Inc.,2013-10-26,4804
Alaska Airlines Inc.,2013-10-27,4804
Alaska Airlines Inc.,2013-10-28,4804
Alaska Airlines Inc.,2013-10-29,4804
Alaska Airlines Inc.,2013-10-30,4804
Alaska Airlines Inc.,2013-10-31,4804
Alaska Airlines Inc.,2013-11-01,4804
Alaska Airlines Inc.,2013-11-02,4804
Alaska Airlines Inc.,2013-11-03,4804
Alaska Airlines Inc.,2013-11-04,4804
Alaska Airlines Inc.,2013-11-05,4804
Alaska Airlines Inc.,2013-11-06,2402
Alaska Airlines Inc.,2013-11-07,2402
Alaska Airlines Inc.,2013-11-08,4804
Alaska Airlines Inc.,2013-11-09,4804
Alaska Airlines Inc.,2013-11-10,2402
Alaska Airlines Inc.,2013-11-11,4804
Alaska Airlines Inc.,2013-11-12,4804
Alaska Airlines Inc.,2013-11-13,2402
Alaska Airlines Inc.,2013-11-14,2402
Alaska Airlines Inc.,2013-11-15,4804
Alaska Airlines Inc.,2013-11-16,4804
Alaska Airlines Inc.,2013-11-17,2402
Alaska Airlines Inc.,2013-11-18,4804
Alaska Airlines Inc.,2013-11-19,4804
Alaska Airlines Inc.,2013-11-20,2402
Alaska Airlines Inc.,2013-11-21,2402
Alaska Airlines Inc.,2013-11-22,4804
Alaska Airlines Inc.,2013-11-23,4804
Alaska Airlines Inc.,2013-11-24,4804
Alaska Airlines Inc.,2013-11-25,4804
Alaska Airlines Inc.,2013-11-26,4804
Alaska Airlines Inc.,2013-11-27,4804
Alaska Airlines Inc.,2013-11-28,4804
Alaska Airlines Inc.,2013-11-29,4804
Alaska Airlines Inc.,2013-11-30,4804
Alaska Airlines Inc.,2013-12-01,4804
Alaska Airlines Inc.,2013-12-02,4804
Alaska Airlines Inc.,2013-12-03,4804
Alaska Airlines Inc.,2013-12-04,2402
Alaska Airlines Inc.,2013-12-05,2402
Alaska Airlines Inc.,2013-12-06,4804
Alaska Airlines Inc.,2013-12-07,4804
Alaska Airlines Inc.,2013-12-08,2402
Alaska Airlines Inc.,2013-12-09,4804
Alaska Airlines Inc.,2013-12-10,4804
Alaska Airlines Inc.,2013-12-11,2402
Alaska Airlines Inc.,2013-12-12,2402
Alaska Airlines Inc.,2013-12-13,4804
Alaska Airlines Inc.,2013-12-14,4804
Alaska Airlines Inc.,2013-12-15,2402
Alaska Airlines Inc.,2013-12-16,4804
Alaska Airlines Inc.,2013-12-17,4804
Alaska Airlines Inc.,2013-12-18,2402
Alaska Airlines Inc.,2013-12-19,2402
Alaska Airlines Inc.,2013-12-20,4804
Alaska Airlines Inc.,2013-12-21,4804
Alaska Airlines Inc.,2013-12-22,4804
Alaska Airlines Inc.,2013-12-23,4804
Alaska Airlines Inc.,2013-12-24,4804
Alaska Airlines Inc.,2013-12-25,4804
Alaska Airlines Inc.,2013-12-26,4804
Alaska Airlines Inc.,2013-12-27,4804
Alaska Airlines Inc.,2013-12-28,4804
Alaska Airlines Inc.,2013-12-29,4804
Alaska Airlines Inc.,2013-12-30,4804
Alaska Airlines Inc.,2013-12-31,4804
American Airlines Inc.,2013-01-01,125745
American Airlines Inc.,2013-01-02,125745
American Airlines Inc.,2013-01-03,126841
American Airlines Inc.,2013-01-04,126841
American Airlines Inc.,2013-01-05,105540
American Airlines Inc.,2013-01-06,120337
American Airlines Inc.,2013-01-07,126841
American Airlines Inc.,2013-01-08,124124
American Airlines Inc.,2013-01-09,124124
American Airlines Inc.,2013-01-10,125220
American Airlines Inc.,2013-01-11,125220
American Airlines Inc.,2013-01-12,104652
American Airlines Inc.,2013-01-13,118716
American Airlines Inc.,2013-01-14,125220
American Airlines Inc.,2013-01-15,124124
American Airlines Inc.,2013-01-16,124124
American Airlines Inc.,2013-01-17,125220
American Airlines Inc.,2013-01-18,125220
American Airlines Inc.,2013-01-19,104652
American Airlines Inc.,2013-01-20,118716
American Airlines Inc.,2013-01-21,125220
American Airlines Inc.,2013-01-22,124124
American Airlines Inc.,2013-01-23,124124
American Airlines Inc.,2013-01-24,125220
American Airlines Inc.,2013-01-25,125220
American Airlines Inc.,2013-01-26,104652
American Airlines Inc.,2013-01-27,118716
American Airlines Inc.,2013-01-28,125220
American Airlines Inc.,2013-01-29,124124
American Airlines Inc.,2013-01-30,124124
American Airlines Inc.,2013-01-31,125220
American Airlines Inc.,2013-02-01,125220
American Airlines Inc.,2013-02-02,104652
American Airlines Inc.,2013-02-03,118716
American Airlines Inc.,2013-02-04,125220
American Airlines Inc.,2013-02-05,124124
American Airlines Inc.,2013-02-06,124124
American Airlines Inc.,2013-02-07,125220
American Airlines Inc.,2013-02-08,125220
American Airlines Inc.,2013-02-09,104652
American Airlines Inc.,2013-02-10,118716
American Airlines Inc.,2013-02-11,125220
American Airlines Inc.,2013-02-12,124124
American Airlines Inc.,2013-02-13,124124
American Airlines Inc.,2013-02-14,125953
American Airlines Inc.,2013-02-15,125953
American Airlines Inc.,2013-02-16,104652
American Airlines Inc.,2013-02-17,119449
American Airlines Inc.,2013-02-18,125953
American Airlines Inc.,2013-02-19,124857
American Airlines Inc.,2013-02-20,124857
American Airlines Inc.,2013-02-21,125953
American Airlines Inc.,2013-02-22,125953
American Airlines Inc.,2013-02-23,104652
American Airlines Inc.,2013-02-24,119449
American Airlines Inc.,2013-02-25,125953
American Airlines Inc.,2013-02-26,124857
American Airlines Inc.,2013-02-27,124857
American Airlines Inc.,2013-02-28,125953
American Airlines Inc.,2013-03-01,125952
American Airlines Inc.,2013-03-02,105740
American Airlines Inc.,2013-03-03,119448
American Airlines Inc.,2013-03-04,125952
American Airlines Inc.,2013-03-05,124856
American Airlines Inc.,2013-03-06,124856
American Airlines Inc.,2013-03-07,125952
American Airlines Inc.,2013-03-08,125952
American Airlines Inc.,2013-03-09,104651
American Airlines Inc.,2013-03-10,119448
American Airlines Inc.,2013-03-11,125952
American Airlines Inc.,2013-03-12,124856
American Airlines Inc.,2013-03-13,124856
American Airlines Inc.,2013-03-14,125952
American Airlines Inc.,2013-03-15,125952
American Airlines Inc.,2013-03-16,104651
American Airlines Inc.,2013-03-17,119448
American Airlines Inc.,2013-03-18,125952
American Airlines Inc.,2013-03-19,124856
American Airlines Inc.,2013-03-20,124856
American Airlines Inc.,2013-03-21,125952
American Airlines Inc.,2013-03-22,125952
American Airlines Inc.,2013-03-23,104651
American Airlines Inc.,2013-03-24,119448
American Airlines Inc.,2013-03-25,125952
American Airlines Inc.,2013-03-26,124856
American Airlines Inc.,2013-03-27,124856
American Airlines Inc.,2013-03-28,125952
American Airlines Inc.,2013-03-29,125952
American Airlines Inc.,2013-03-30,104651
American Airlines Inc.,2013-03-31,119448
American Airlines Inc.,2013-04-01,122608
American Airlines Inc.,2013-04-02,125238
American Airlines Inc.,2013-04-03,125238
American Airlines Inc.,2013-04-04,125238
American Airlines Inc.,2013-04-05,125238
American Airlines Inc.,2013-04-06,104570
American Airlines Inc.,2013-04-07,118233
American Airlines Inc.,2013-04-08,125238
American Airlines Inc.,2013-04-09,125238
American Airlines Inc.,2013-04-10,125238
American Airlines Inc.,2013-04-11,125238
American Airlines Inc.,2013-04-12,125238
American Airlines Inc.,2013-04-13,104570
American Airlines Inc.,2013-04-14,118233
American Airlines Inc.,2013-04-15,125238
American Airlines Inc.,2013-04-16,125238
American Airlines Inc.,2013-04-17,125238
American Airlines Inc.,2013-04-18,125238
American Airlines Inc.,2013-04-19,125238
American Airlines Inc.,2013-04-20,104570
American Airlines Inc.,2013-04-21,118233
American Airlines Inc.,2013-04-22,125238
American Airlines Inc.,2013-04-23,125238
American Airlines Inc.,2013-04-24,125238
American Airlines Inc.,2013-04-25,125238
American Airlines Inc.,2013-04-26,125238
American Airlines Inc.,2013-04-27,104570
American Airlines Inc.,2013-04-28,118233
American Airlines Inc.,2013-04-29,125238
American Airlines Inc.,2013-04-30,125238
American Airlines Inc.,2013-05-01,125238
American Airlines Inc.,2013-05-02,125238
American Airlines Inc.,2013-05-03,125238
American Airlines Inc.,2013-05-04,104570
American Airlines Inc.,2013-05-05,118233
American Airlines Inc.,2013-05-06,125238
American Airlines Inc.,2013-05-07,125238
American Airlines Inc.,2013-05-08,125238
American Airlines Inc.,2013-05-09,126629
American Airlines Inc.,2013-05-10,125238
American Airlines Inc.,2013-05-11,104570
American Airlines Inc.,2013-05-12,118233
American Airlines Inc.,2013-05-13,125238
American Airlines Inc.,2013-05-14,125238
American Airlines Inc.,2013-05-15,125238
American Airlines Inc.,2013-05-16,125238
American Airlines Inc.,2013-05-17,125238
American Airlines Inc.,2013-05-18,104570
American Airlines Inc.,2013-05-19,118233
American Airlines Inc.,2013-05-20,125238
American Airlines Inc.,2013-05-21,125238
American Airlines Inc.,2013-05-22,125238
American Airlines Inc.,2013-05-23,125238
American Airlines Inc.,2013-05-24,125238
American Airlines Inc.,2013-05-25,104570
American Airlines Inc.,2013-05-26,97602
American Airlines Inc.,2013-05-27,124505
American Airlines Inc.,2013-05-28,125238
American Airlines Inc.,2013-05-29,125238
American Airlines Inc.,2013-05-30,125238
American Airlines Inc.,2013-05-31,125238
American Airlines Inc.,2013-06-01,104570
American Airlines Inc.,2013-06-02,118233
American Airlines Inc.,2013-06-03,125238
American Airlines Inc.,2013-06-04,125238
American Airlines Inc.,2013-06-05,125238
American Airlines Inc.,2013-06-06,125238
American Airlines Inc.,2013-06-07,125238
American Airlines Inc.,2013-06-08,104570
American Airlines Inc.,2013-06-09,118233
American Airlines Inc.,2013-06-10,125238
American Airlines Inc.,2013-06-11,123849
American Airlines Inc.,2013-06-12,125678
American Airlines Inc.,2013-06-13,126683
American Airlines Inc.,2013-06-14,126683
American Airlines Inc.,2013-06-15,112720
American Airlines Inc.,2013-06-16,121050
American Airlines Inc.,2013-06-17,126683
American Airlines Inc.,2013-06-18,126683
American Airlines Inc.,2013-06-19,126683
American Airlines Inc.,2013-06-20,126683
American Airlines Inc.,2013-06-21,126683
American Airlines Inc.,2013-06-22,112720
American Airlines Inc.,2013-06-23,121050
American Airlines Inc.,2013-06-24,126683
American Airlines Inc.,2013-06-25,126683
American Airlines Inc.,2013-06-26,126683
American Airlines Inc.,2013-06-27,126683
American Airlines Inc.,2013-06-28,126683
American Airlines Inc.,2013-06-29,112720
American Airlines Inc.,2013-06-30,121050
American Airlines Inc.,2013-07-01,126683
American Airlines Inc.,2013-07-02,126683
American Airlines Inc.,2013-07-03,123475
American Airlines Inc.,2013-07-04,106961
American Airlines Inc.,2013-07-05,118536
American Airlines Inc.,2013-07-06,111987
American Airlines Inc.,2013-07-07,121050
American Airlines Inc.,2013-07-08,126683
American Airlines Inc.,2013-07-09,126683
American Airlines Inc.,2013-07-10,126683
American Airlines Inc.,2013-07-11,126683
American Airlines Inc.,2013-07-12,126683
American Airlines Inc.,2013-07-13,112720
American Airlines Inc.,2013-07-14,121050
American Airlines Inc.,2013-07-15,126683
American Airlines Inc.,2013-07-16,126683
American Airlines Inc.,2013-07-17,126683
American Airlines Inc.,2013-07-18,126683
American Airlines Inc.,2013-07-19,126683
American Airlines Inc.,2013-07-20,112720
American Airlines Inc.,2013-07-21,121050
American Airlines Inc.,2013-07-22,126683
American Airlines Inc.,2013-07-23,126683
American Airlines Inc.,2013-07-24,126683
American Airlines Inc.,2013-07-25,126683
American Airlines Inc.,2013-07-26,126683
American Airlines Inc.,2013-07-27,112720
American Airlines Inc.,2013-07-28,121050
American Airlines Inc.,2013-07-29,126683
American Airlines Inc.,2013-07-30,126683
American Airlines Inc.,2013-07-31,126683
American Airlines Inc.,2013-08-01,126683
American Airlines Inc.,2013-08-02,126683
American Airlines Inc.,2013-08-03,112720
American Airlines Inc.,2013-08-04,121050
American Airlines Inc.,2013-08-05,126683
American Airlines Inc.,2013-08-06,126683
American Airlines Inc.,2013-08-07,126683
American Airlines Inc.,2013-08-08,126683
American Airlines Inc.,2013-08-09,126683
American Airlines Inc.,2013-08-10,112720
American Airlines Inc.,2013-08-11,121050
American Airlines Inc.,2013-08-12,126683
American Airlines Inc.,2013-08-13,126683
American Airlines Inc.,2013-08-14,126683
American Airlines Inc.,2013-08-15,126683
American Airlines Inc.,2013-08-16,126683
American Airlines Inc.,2013-08-17,112720
American Airlines Inc.,2013-08-18,121050
American Airlines Inc.,2013-08-19,126683
American Airlines Inc.,2013-08-20,126683
American Airlines Inc.,2013-08-21,126683
American Airlines Inc.,2013-08-22,126683
American Airlines Inc.,2013-08-23,126683
American Airlines Inc.,2013-08-24,112720
American Airlines Inc.,2013-08-25,121050
American Airlines Inc.,2013-08-26,124854
American Airlines Inc.,2013-08-27,119196
American Airlines Inc.,2013-08-28,117805
American Airlines Inc.,2013-08-29,120719
American Airlines Inc.,2013-08-30,120719
American Airlines Inc.,2013-08-31,95880
American Airlines Inc.,2013-09-01,107212
American Airlines Inc.,2013-09-02,118520
American Airlines Inc.,2013-09-03,117805
American Airlines Inc.,2013-09-04,117805
American Airlines Inc.,2013-09-05,120719
American Airlines Inc.,2013-09-06,120719
American Airlines Inc.,2013-09-07,101563
American Airlines Inc.,2013-09-08,118831
American Airlines Inc.,2013-09-09,120719
American Airlines Inc.,2013-09-10,117805
American Airlines Inc.,2013-09-11,117805
American Airlines Inc.,2013-09-12,120719
American Airlines Inc.,2013-09-13,120719
American Airlines Inc.,2013-09-14,101563
American Airlines Inc.,2013-09-15,118831
American Airlines Inc.,2013-09-16,120719
American Airlines Inc.,2013-09-17,117805
American Airlines Inc.,2013-09-18,117805
American Airlines Inc.,2013-09-19,120719
American Airlines Inc.,2013-09-20,120719
American Airlines Inc.,2013-09-21,101563
American Airlines Inc.,2013-09-22,118831
American Airlines Inc.,2013-09-23,120719
American Airlines Inc.,2013-09-24,117805
American Airlines Inc.,2013-09-25,117805
American Airlines Inc.,2013-09-26,120719
American Airlines Inc.,2013-09-27,120719
American Airlines Inc.,2013-09-28,101563
American Airlines Inc.,2013-09-29,118831
American Airlines Inc.,2013-09-30,120719
American Airlines Inc.,2013-10-01,117805
American Airlines Inc.,2013-10-02,117805
American Airlines Inc.,2013-10-03,120719
American Airlines Inc.,2013-10-04,120719
American Airlines Inc.,2013-10-05,101563
American Airlines Inc.,2013-10-06,118831
American Airlines Inc.,2013-10-07,120719
American Airlines Inc.,2013-10-08,117805
American Airlines Inc.,2013-10-09,117805
American Airlines Inc.,2013-10-10,120719
American Airlines Inc.,2013-10-11,120719
American Airlines Inc.,2013-10-12,101563
American Airlines Inc.,2013-10-13,118831
American Airlines Inc.,2013-10-14,120719
American Airlines Inc.,2013-10-15,117805
American Airlines Inc.,2013-10-16,117805
American Airlines Inc.,2013-10-17,120719
American Airlines Inc.,2013-10-18,120719
American Airlines Inc.,2013-10-19,101563
American Airlines Inc.,2013-10-20,118831
American Airlines Inc.,2013-10-21,120719
American Airlines Inc.,2013-10-22,117805
American Airlines Inc.,2013-10-23,117805
American Airlines Inc.,2013-10-24,120719
American Airlines Inc.,2013-10-25,120719
American Airlines Inc.,2013-10-26,101563
American Airlines Inc.,2013-10-27,118831
American Airlines Inc.,2013-10-28,120719
American Airlines Inc.,2013-10-29,117805
American Airlines Inc.,2013-10-30,117805
American Airlines Inc.,2013-10-31,120719
American Airlines Inc.,2013-11-01,120719
American Airlines Inc.,2013-11-02,101563
American Airlines Inc.,2013-11-03,118831
American Airlines Inc.,2013-11-04,120719
American Airlines Inc.,2013-11-05,117805
American Airlines Inc.,2013-11-06,117805
American Airlines Inc.,2013-11-07,120719
American Airlines Inc.,2013-11-08,120719
American Airlines Inc.,2013-11-09,101563
American Airlines Inc.,2013-11-10,118831
American Airlines Inc.,2013-11-11,120719
American Airlines Inc.,2013-11-12,117805
American Airlines Inc.,2013-11-13,117805
American Airlines Inc.,2013-11-14,120719
American Airlines Inc.,2013-11-15,120719
American Airlines Inc.,2013-11-16,101563
American Airlines Inc.,2013-11-17,118831
American Airlines Inc.,2013-11-18,120719
American Airlines Inc.,2013-11-19,117805
American Airlines Inc.,2013-11-20,117805
American Airlines Inc.,2013-11-21,122313
American Airlines Inc.,2013-11-22,124435
American Airlines Inc.,2013-11-23,104910
American Airlines Inc.,2013-11-24,117430
American Airlines Inc.,2013-11-25,124435
American Airlines Inc.,2013-11-26,123339
American Airlines Inc.,2013-11-27,123339
American Airlines Inc.,2013-11-28,89449
American Airlines Inc.,2013-11-29,100363
American Airlines Inc.,2013-11-30,104177
American Airlines Inc.,2013-12-01,117430
American Airlines Inc.,2013-12-02,125524
American Airlines Inc.,2013-12-03,123339
American Airlines Inc.,2013-12-04,123339
American Airlines Inc.,2013-12-05,124435
American Airlines Inc.,2013-12-06,124435
American Airlines Inc.,2013-12-07,104910
American Airlines Inc.,2013-12-08,117430
American Airlines Inc.,2013-12-09,124435
American Airlines Inc.,2013-12-10,123339
American Airlines Inc.,2013-12-11,123339
American Airlines Inc.,2013-12-12,124435
American Airlines Inc.,2013-12-13,124435
American Airlines Inc.,2013-12-14,104910
American Airlines Inc.,2013-12-15,117430
American Airlines Inc.,2013-12-16,124435
American Airlines Inc.,2013-12-17,123339
American Airlines Inc.,2013-12-18,123339
American Airlines Inc.,2013-12-19,123706
American Airlines Inc.,2013-12-20,123706
American Airlines Inc.,2013-12-21,104181
American Airlines Inc.,2013-12-22,116701
American Airlines Inc.,2013-12-23,123706
American Airlines Inc.,2013-12-24,103481
American Airlines Inc.,2013-12-25,106699
American Airlines Inc.,2013-12-26,121514
American Airlines Inc.,2013-12-27,123706
American Airlines Inc.,2013-12-28,104181
American Airlines Inc.,2013-12-29,116701
American Airlines Inc.,2013-12-30,123706
American Airlines Inc.,2013-12-31,104947
Delta Air Lines Inc.,2013-01-01,136868
Delta Air Lines Inc.,2013-01-02,181449
Delta Air Lines Inc.,2013-01-03,154185
Delta Air Lines Inc.,2013-01-04,152449
Delta Air Lines Inc.,2013-01-05,125493
Delta Air Lines Inc.,2013-01-06,140263
Delta Air Lines Inc.,2013-01-07,153211
Delta Air Lines Inc.,2013-01-08,144326
Delta Air Lines Inc.,2013-01-09,145847
Delta Air Lines Inc.,2013-01-10,152449
Delta Air Lines Inc.,2013-01-11,152449
Delta Air Lines Inc.,2013-01-12,123536
